basin,campaign,site_id,hydrogeomorphic_zone,elevation_navd88,latitude,longitude,station,plot,replicate,sample_id,time_marker_deployed,time_marker_sampled,notes_time_marker_sampled,sediment_accretion,days_between_sampling_and_deployment,normalized_accretion,soil_bulk_density,soil_organic_matter_content,soil_organic_carbon,soil_organic_carbon_density
Atchafalaya,Spring_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Z,B,21S2568TZB,2019-10-17,-9999,Not measured due to alligator nest near the marker.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Spring_2021,CRMS_2568,supratidal,0.386,29.56417537,-91.35490102,V25,X,A,21S2568VXA,2019-10-17,2021-03-30,NA,25,530,17,0.039,55.3,27.4,0.011
Atchafalaya,Spring_2021,CRMS_2568,supratidal,0.386,29.56417537,-91.35490102,V25,X,B,21S2568VXB,2019-10-17,2021-03-30,NA,44,530,30,0.058,63.1,29.6,0.017
Atchafalaya,Spring_2021,CRMS_2568,supratidal,0.386,29.56417537,-91.35490102,V25,Y,A,21S2568VYA,2019-10-17,2021-03-30,NA,32,530,22,0.048,47.3,22.1,0.011
Atchafalaya,Spring_2021,CRMS_2568,supratidal,0.386,29.56417537,-91.35490102,V25,Y,B,21S2568VYB,2019-10-17,2021-03-30,NA,33,530,23,0.038,49.4,23.2,0.009
Atchafalaya,Spring_2021,CRMS_2568,supratidal,0.386,29.56417537,-91.35490102,V25,Z,A,21S2568VZA,2019-10-17,2021-03-30,NA,30,530,20,0.041,54.2,24.6,0.01
Atchafalaya,Spring_2021,CRMS_2568,supratidal,0.386,29.56417537,-91.35490102,V25,Z,B,21S2568VZB,2019-10-17,2021-03-30,NA,36,530,25,0.055,63,32.4,0.018
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,X,A,21S294V25XA,2019-10-09,2021-03-26,NA,15,534,10,0.036,79.2,33.2,0.012
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,X,B,21S294V25XB,2019-10-09,2021-03-26,NA,22,534,15,0.021,78.3,37.4,0.008
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Y,A,21S294V25YA,2019-10-09,2021-03-26,NA,27,534,18,0.044,74.5,38,0.017
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Y,B,21S294V25YB,2019-10-09,2021-03-26,NA,27,534,18,0.035,73.9,36.5,0.013
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Z,A,21S294V25ZA,2019-10-09,2021-03-26,NA,12,534,8,0.031,71.8,33.5,0.011
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Z,B,21S294V25ZB,2019-10-09,2021-03-26,NA,17,534,12,0.034,75.9,33,0.011
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,X,A,21S294V50XA,2019-10-09,2021-03-26,NA,12,534,8,0.02,72,36.3,0.007
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,X,B,21S294V50XB,2019-10-09,2021-03-26,NA,15,534,10,0.02,69.1,32.7,0.006
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Y,A,21S294V50YA,2019-10-09,2021-03-26,NA,27,534,19,0.024,70.6,31.2,0.007
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Y,B,21S294V50YB,2019-10-09,2021-03-26,NA,21,534,15,0.013,75.9,35.2,0.005
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Z,A,21S294V50ZA,2019-10-09,2021-03-26,NA,15,534,10,0.029,72,37.6,0.011
Terrebonne,Spring_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Z,B,21S294V50ZB,2019-10-09,2021-03-26,NA,25,534,17,0.016,71.4,32.8,0.005
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,X,A,21S322V25XA,2019-10-09,2021-03-21,NA,36,529,25,0.151,28.8,11.7,0.018
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,X,B,21S322V25XB,2019-10-09,2021-03-21,NA,18,529,13,0.282,21,7.1,0.02
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Y,A,21S322V25YA,2019-10-09,2021-03-21,NA,18,529,12,0.189,18.6,5.3,0.01
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Y,B,21S322V25YB,2019-10-09,2021-03-21,NA,11,529,8,0.213,19.5,5.8,0.012
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Z,A,21S322V25ZA,2019-10-09,2021-03-21,NA,16,529,11,0.237,21.2,6.4,0.015
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Z,B,21S322V25ZB,2019-10-09,2021-03-21,NA,21,529,14,0.167,20.5,6.4,0.011
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,X,A,21S322V50XA,2019-10-09,2021-03-21,NA,9,529,6,0.103,49.3,19.1,0.02
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,X,B,21S322V50XB,2019-10-09,2021-03-21,NA,12,529,8,0.165,29.7,11.5,0.019
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Y,A,21S322V50YA,2019-10-09,2021-03-21,NA,11,529,8,0.125,39.5,15.2,0.019
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Y,B,21S322V50YB,2019-10-09,2021-03-21,NA,7,529,5,0.197,33.5,12.6,0.025
Atchafalaya,Spring_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Z,A,21S322V50ZA,2019-10-09,2021-03-21,NA,10,529,7,0.183,43.4,17,0.031
Terrebonne,Spring_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,Z,B,21S322V50ZB,2019-10-09,2021-03-21,NA,14,529,10,0.112,39,14.9,0.017
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,X,A,21S396V25XA,2019-10-23,2021-03-31,NA,9,525,6,0.054,55.1,24.6,0.013
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,X,B,21S396V25XB,2019-10-23,2021-03-31,NA,17,525,12,0.106,32.6,13.6,0.014
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Y,A,21S396V25YA,2019-10-23,2021-03-31,NA,20,525,14,0.135,36.1,15.8,0.021
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Y,B,21S396V25YB,2019-10-23,2021-03-31,NA,44,525,30,0.056,43.7,18.5,0.01
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Z,A,21S396V25ZA,2019-10-23,2021-03-31,NA,43,525,30,0.035,49.3,21.1,0.007
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34186159,-90.88526672,V25,Z,B,21S396V25ZB,2019-10-23,2021-03-31,NA,19,525,13,0.044,56.6,25.1,0.011
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,X,A,21S396V50XA,2019-10-23,2021-03-31,NA,12,525,8,0.05,46.7,20.6,0.01
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,X,B,21S396V50XB,2019-10-23,2021-03-31,NA,12,525,9,0.057,38.3,15.1,0.009
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Y,A,21S396V50YA,2019-10-23,2021-03-31,NA,16,525,11,0.084,31,12,0.01
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Y,B,21S396V50YB,2019-10-23,2021-03-31,NA,10,525,7,0.153,36,14.9,0.023
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Z,A,21S396V50ZA,2019-10-23,2021-03-31,NA,37,525,25,0.139,27.5,11.2,0.015
Terrebonne,Spring_2021,CRMS_0396,intertidal,0.095,29.34192338,-90.88462001,V50,Z,B,21S396V50ZB,2019-10-23,2021-03-31,NA,46,525,32,0.101,36.3,14.7,0.015
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,X,A,21S399V25XA,2019-10-09,2021-03-22,NA,24,530,17,0.273,28,10.8,0.029
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,X,B,21S399V25XB,2019-10-09,2021-03-22,NA,13,530,9,0.126,26.9,10,0.013
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Y,A,21S399V25YA,2019-10-09,2021-03-22,NA,6,530,4,0.204,26.4,9.7,0.02
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Y,B,21S399V25YB,2019-10-09,2021-03-22,NA,12,530,8,0.19,27.5,10.5,0.02
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Z,A,21S399V25ZA,2019-10-09,2021-03-22,NA,14,530,9,0.21,24.7,7.5,0.016
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.168,29.29926093,-91.10502813,V25,Z,B,21S399V25ZB,2019-10-09,2021-03-22,NA,11,530,8,0.071,25.5,8.4,0.006
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,X,A,21S399V50XA,2019-10-09,2021-03-22,NA,17,530,12,0.202,22.7,8.2,0.016
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,X,B,21S399V50XB,2019-10-09,2021-03-22,NA,18,530,12,0.088,33.9,11.7,0.01
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Y,A,21S399V50YA,2019-10-09,2021-03-22,NA,14,530,9,0.377,23.9,9.2,0.035
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Y,B,21S399V50YB,2019-10-09,2021-03-22,NA,9,530,6,0.189,24.8,7.3,0.014
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Z,A,21S399V50ZA,2019-10-09,2021-03-22,NA,15,530,10,0.162,24.6,9,0.015
Atchafalaya,Spring_2021,CRMS_0399,intertidal,0.21,29.29942752,-91.10478423,V50,Z,B,21S399V50ZB,2019-10-09,2021-03-22,NA,26,530,18,0.094,26.7,8.5,0.008
Terrebonne,Spring_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,X,A,21S421V25XA,2019-10-23,2021-03-27,NA,48,521,33,0.06,24.4,8.3,0.005
Terrebonne,Spring_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,X,B,21S421V25XB,2019-10-23,2021-03-27,NA,46,521,32,0.164,18.5,6.7,0.011
Terrebonne,Spring_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,Y,A,21S421V25YA,2019-10-23,2021-03-27,NA,48,521,34,0.208,19.9,7,0.014
Terrebonne,Spring_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,Y,B,21S421V25YB,2019-10-23,2021-03-27,NA,39,521,28,0.119,22.8,7.9,0.009
Terrebonne,Spring_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,Z,A,21S421V25ZA,2019-10-23,2021-03-27,NA,60,521,42,0.131,23.5,8.9,0.012
Terrebonne,Spring_2021,CRMS_0421,intertidal,0.055,29.17143885,-90.8225398,V25,Z,B,21S421V25ZB,2019-10-23,2021-03-27,NA,62,521,43,0.177,19.9,7.4,0.013
Terrebonne,Spring_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,X,A,21S421V50XA,2019-10-23,2021-03-27,NA,36,521,25,0.056,29.4,10.1,0.006
Terrebonne,Spring_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,X,B,21S421V50XB,2019-10-23,2021-03-27,NA,30,521,21,0.101,29.4,11.3,0.011
Terrebonne,Spring_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,Y,A,21S421V50YA,2019-10-23,2021-03-27,NA,19,521,14,0.105,27.9,9.8,0.01
Terrebonne,Spring_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,Y,B,21S421V50YB,2019-10-23,2021-03-27,NA,38,521,27,0.083,27.8,10,0.008
Terrebonne,Spring_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,Z,A,21S421V50ZA,2019-10-23,2021-03-27,NA,21,521,14,0.107,30.3,11.7,0.012
Terrebonne,Spring_2021,CRMS_0421,intertidal,-0.032,29.17169551,-90.82243665,V50,Z,B,21S421V50ZB,2019-10-23,2021-03-27,NA,43,521,30,0.079,28.7,10.5,0.008
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,X,A,21SM1INTXA,2019-10-04,2021-03-29,NA,63,542,42,0.226,8.7,2.3,0.005
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,X,B,21SM1INTXB,2019-10-04,2021-03-29,NA,60,542,40,0.258,6.5,1.7,0.004
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,Y,A,21SM1INTYA,2019-10-04,2021-03-29,NA,67,542,45,0.247,7.6,2.1,0.005
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,Y,B,21SM1INTYB,2019-10-04,2021-03-29,NA,37,542,25,0.194,8.5,2.1,0.004
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,Z,A,21SM1INTZA,2019-10-04,2021-03-29,NA,45,542,30,0.227,6.5,1.7,0.004
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.089,29.50892093,-91.44446528,INT,Z,B,21SM1INTZB,2019-10-04,2021-03-29,NA,59,542,40,0.195,9.3,2.4,0.005
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,X,A,21SM1SUBXA,2019-10-04,2021-03-29,NA,47,542,31,0.2,11.2,3.3,0.007
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,X,B,21SM1SUBXB,2019-10-04,2021-03-29,NA,71,542,48,0.223,10.7,2.6,0.006
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Y,A,21SM1SUBYA,2019-10-04,2021-03-29,NA,72,542,49,0.209,9.5,3,0.006
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Y,B,21SM1SUBYB,2019-10-04,2021-03-29,NA,68,542,46,0.227,8.6,2.5,0.006
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Z,A,21SM1SUBZA,2019-10-04,2021-03-29,NA,36,542,24,0.225,8.5,2.4,0.005
Atchafalaya,Spring_2021,WLD_T1,subtidal,-0.135,29.50838834,-91.44364284,SUB,Z,B,21SM1SUBZB,2019-10-04,2021-03-29,NA,66,542,45,0.154,9.1,2.5,0.004
Atchafalaya,Spring_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,X,A,21SM1SUPXA,2019-10-04,2021-03-29,NA,59,542,40,0.241,14.4,5.6,0.014
Atchafalaya,Spring_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,X,B,21SM1SUPXB,2019-10-04,2021-03-29,NA,75,542,50,0.339,13.2,5,0.017
Atchafalaya,Spring_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,Y,A,21SM1SUPYA,2019-10-04,2021-03-29,NA,79,542,53,0.367,16.5,5.8,0.021
Atchafalaya,Spring_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,Y,B,21SM1SUPYB,2019-10-04,2021-03-29,NA,66,542,45,0.247,12.1,3.7,0.009
Atchafalaya,Spring_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,Z,A,21SM1SUPZA,2019-10-04,2021-03-29,NA,89,542,60,0.3,10.8,3.1,0.009
Atchafalaya,Spring_2021,WLD_T1,supratidal,0.482,29.51004287,-91.44485335,SUP,Z,B,21SM1SUPZB,2019-10-04,2021-03-29,NA,85,542,57,0.35,12.4,4.2,0.015
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,X,A,21SM2INTXA,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,X,B,21SM2INTXB,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Y,A,21SM2INTYA,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Y,B,21SM2INTYB,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Z,A,21SM2INTZA,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.147,29.49543878,-91.44170891,INT,Z,B,21SM2INTZB,2019-10-04,-9999,Marker scoured; no feldspar detectable. Station reployed on 6/17/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,X,A,21SM2SUBXA,2019-10-04,2021-03-29,NA,41,542,27,0.204,6.7,0.7,0.001
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,X,B,21SM2SUBXB,2019-10-04,2021-03-29,NA,46,542,31,0.284,5.3,1.4,0.004
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Y,A,21SM2SUBYA,2019-10-04,2021-03-29,NA,50,542,34,0.236,6.8,1.4,0.003
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Y,B,21SM2SUBYB,2019-10-04,2021-03-29,NA,38,542,25,0.334,4.9,0.9,0.003
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Z,A,21SM2SUBZA,2019-10-04,2021-03-29,NA,48,542,33,0.163,6.6,1.5,0.002
Atchafalaya,Spring_2021,WLD_T3,subtidal,-0.269,29.49547534,-91.44216698,SUB,Z,B,21SM2SUBZB,2019-10-04,2021-03-29,NA,29,542,20,0.218,6.5,1.3,0.003
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,X,A,21SM2SUPXA,2019-10-04,2021-03-29,NA,87,542,58,0.62,6.5,1.3,0.008
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,X,B,21SM2SUPXB,2019-10-04,2021-03-29,NA,78,542,52,0.618,6.9,1.4,0.009
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Y,A,21SM2SUPYA,2019-10-04,2021-03-29,NA,113,542,76,0.56,6.4,1.3,0.007
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Y,B,21SM2SUPYB,2019-10-04,2021-03-29,NA,89,542,60,0.549,7.5,1.5,0.008
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Z,A,21SM2SUPZA,2019-10-04,2021-03-29,NA,71,542,48,0.405,5.6,1.4,0.006
Atchafalaya,Spring_2021,WLD_T3,intertidal,0.249,29.49446139,-91.44106216,SUP,Z,B,21SM2SUPZB,2019-10-04,2021-03-29,NA,102,542,69,0.68,5.8,1.3,0.009
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,X,A,21F2568VXA,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,X,B,21F2568VXB,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Y,A,21F2568VYA,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Y,B,21F2568VYB,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Z,A,21F2568VZA,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,V25,Z,B,21F2568VZB,2019-10-17,-9999,Marker destroyed by fallen tree during hurricane Ida. Station reployed on 11/30/21. Next measurement to occur March 2022.,-9999,-9999,-9999,-9999,-9999,-9999,-9999
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,X,A,21F2568TXA,2019-10-17,2021-10-06,NA,20,720,10,0.034,72.5,35.1,0.012
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,X,B,21F2568TXB,2019-10-17,2021-10-06,NA,12,720,6,0.021,67.7,29.9,0.006
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Y,A,21F2568TYA,2019-10-17,2021-10-06,NA,33,720,17,0.052,50.7,23.8,0.012
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Y,B,21F2568TYB,2019-10-17,2021-10-06,NA,24,720,12,0.018,46.8,22.2,0.004
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Z,A,21F2568TZA,2019-10-17,2021-10-06,NA,13,720,7,0.019,50.7,24.7,0.005
Atchafalaya,Fall_2021,CRMS_2568,supratidal,0.554,29.56425622,-91.35489157,T25,Z,B,21F2568TZB,2019-10-17,2021-10-06,NA,17,720,9,0.029,51.8,24.4,0.007
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,X,A,21F294V25XA,2019-10-09,2021-09-27,NA,69,719,35,0.028,68.8,31.1,0.009
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Y,A,21F294V25YA,2019-10-09,2021-09-27,NA,51,719,26,0.021,69.7,30.8,0.006
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Y,B,21F294V25YB,2019-10-09,2021-09-27,NA,51,719,26,0.022,68.6,31.4,0.007
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Z,A,21F294V25ZA,2019-10-09,2021-09-27,NA,35,719,18,0.031,61.8,30.9,0.01
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.248,29.41982701,-90.94793212,V25,Z,B,21F294V25ZB,2019-10-09,2021-09-27,NA,22,719,11,0.03,71.3,31.9,0.009
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,X,A,21F294V50XA,2019-10-09,2021-09-27,NA,34,719,17,0.011,74.3,38.4,0.004
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,X,B,21F294V50XB,2019-10-09,2021-09-27,NA,42,719,21,0.025,80.6,42.1,0.01
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Y,A,21F294V50YA,2019-10-09,2021-09-27,NA,66,719,34,0.03,71.5,36.7,0.011
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Z,A,21F294V50ZA,2019-10-09,2021-09-27,NA,30,719,15,0.023,66.6,31.6,0.007
Terrebonne,Fall_2021,CRMS_0294,intertidal,0.261,29.41958981,-90.94773758,V50,Z,B,21F294V50ZB,2019-10-09,2021-09-27,NA,54,719,27,0.031,71.2,31.9,0.01
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,X,A,21F322V25XA,2019-10-09,2021-09-23,NA,43,715,22,0.147,23.2,12.6,0.019
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,X,B,21F322V25XB,2019-10-09,2021-09-23,NA,28,715,14,0.116,21.7,9.2,0.011
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Y,A,21F322V25YA,2019-10-09,2021-09-23,NA,23,715,12,0.092,32.7,12.8,0.012
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Y,B,21F322V25YB,2019-10-09,2021-09-23,NA,25,715,13,0.12,20.9,6.7,0.008
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Z,A,21F322V25ZA,2019-10-09,2021-09-23,NA,25,715,13,0.073,38.7,14.8,0.011
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.143,29.24540229,-91.10630862,V25,Z,B,21F322V25ZB,2019-10-09,2021-09-23,NA,21,715,11,0.073,42.1,15,0.011
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,X,A,21F322V50XA,2019-10-09,2021-09-23,NA,27,715,14,0.07,43.8,18.8,0.013
Atchafalaya,Fall_2021,CRMS_0322,intertidal,0.12,29.24568511,-91.10631544,V50,X,B,21F322V50XB,2019-10-09,2021-09-23,NA,28,715,14,0.061,43.7,19.2,0.012
